GeneID,0h,1.5h,3h,6h,9h,12h
CKAP4,1.16009144,1.70765109,1.498403564,0.994359413,1.749609423,2.437271103
NUMA1,1.159957479,1.273045732,1.283373876,0.90054282,0.853620753,0.604816792
GOLM1,1.159853258,0.862392666,1.041792497,0.732320246,0.815128754,0.362456494
RPL36A-HNRNPH2,1.159350545,0.785213659,0.866060224,1.815681379,1.485061917,0.885811483
YY1,1.158980548,1.422158371,1.710903263,0.740841824,0.811614006,0.951159718
MPV17,1.158825019,0.897366731,0.650843697,0.672555819,0.737929166,0.826891171
RPS23,1.158479049,0.971333027,0.862255867,1.281198487,1.106453142,0.703183501
MCM5,1.158221697,1.526184344,1.470811875,1.900499561,1.439840549,0.474237361
STBD1,1.157957166,1.18880685,1.247796663,1.194138498,1.887666591,1.426312775
PSMD13,1.157414701,1.164364165,0.999328416,1.349981154,1.5571818,1.403918791
DCTN2,1.156709559,1.001576981,0.9607588,1.106676222,1.132292034,1.124488522
PRELID1,1.156217606,1.777723187,1.577619766,1.157069201,1.319648259,1.368591873
CBX4,1.152858529,1.355704964,1.055437213,1.083568317,0.5123507,0.565483803
PARVB,1.15280259,1.278258584,1.317928854,0.620312243,0.808362708,0.409661813
RHOB,1.152419679,1.455946716,1.402426792,1.213596515,1.400338522,1.16158173
ATP5F1,1.152113114,0.644957301,1.116688503,1.742503485,1.886518723,2.580431631
SEC11A,1.151993019,0.955978654,1.403885374,1.474614467,1.029032107,1.208603678
RPL10A,1.151197404,1.090532811,0.997707287,1.243612996,1.239629243,0.8845712
SELS,1.151054953,1.300647705,1.612174968,1.312189325,1.649637909,0.800558441
TSG101,1.15083526,0.994103056,1.118026361,1.360416518,1.404867678,1.064580454
BAG3,1.150709677,6.154689613,0.604696466,1.257380186,1.533137898,1.205092748
METTL13,1.150499929,1.074646113,1.145721678,1.309815915,1.177378141,1.288160514
HMGN1,1.149300183,0.950855094,1.366910153,0.947390637,1.059564608,0.969726174
EIF2B3,1.149294291,0.99611504,0.536299397,0.909872722,0.658066404,0.261070062
GHDC,1.149294291,2.110535733,2.289353092,1.192906156,1.432139973,0.704136082
GEMIN5,1.148407337,1.847021484,1.343053032,1.003933028,1.227495801,0.783210187
SCAMP4,1.148358513,1.067428268,1.594774141,1.46713172,1.29207942,1.504992125
CISD2,1.147938791,0.479557167,1.129502183,1.671935197,1.282789198,0.635735496
UBQLN1,1.147908523,0.863845155,0.768258689,1.021928391,1.061537334,1.233638508
SDCBP,1.147088466,0.720665471,0.434165033,1.150960057,1.24937474,0.544124972
VBP1,1.146080408,1.159309362,1.044901282,1.362900301,1.668947008,1.410129553
TPI1,1.145941099,1.508932224,1.808427822,1.07358455,1.494143174,1.200181006
SNX18,1.145527155,1.071505094,0.942966971,0.686259934,0.82398885,3.763624937
HLA-B,1.145485181,0.897738643,1.518780476,1.69267778,2.539942965,2.969355128
PEX16,1.14534857,1.367190894,2.021304281,1.295528462,1.41881321,1.733478161
CDC23,1.144721638,1.193817793,0.988782363,1.039256258,1.151339131,1.235662288
C14orf166,1.144632728,1.184015893,1.002530558,1.935844349,2.424420033,2.754212823
EHD1,1.144378728,1.276276459,1.42008458,0.915013245,0.819952002,0.24098775
DTYMK,1.143908793,1.545830218,1.236407741,1.062308061,0.778099119,1.308251091
COPS8,1.143480777,0.573827769,0.960743893,1.095982532,1.645050015,1.797439207
NSA2,1.143282565,0.736408653,0.94159851,1.547339472,1.446629604,1.953585501
KDM1A,1.142785565,1.383119516,1.057637098,0.811300593,0.84140352,1.599467218
HERC5,1.142727289,1.210772112,1.022038581,1.239080437,0.905994693,1.235342698
APLP2,1.141703074,1.320853823,1.480134762,1.397602468,0.993647838,1.430847149
XRCC6,1.141282583,1.156931815,1.079666819,1.222098182,1.55583271,1.164054861
TINF2,1.140874552,0.818212491,1.10417313,1.303820791,1.135352282,0.512816194
TIMM21,1.140874552,1.061714831,1.045836095,1.236915412,1.529388734,1.333983803
RBM28,1.140874552,1.104844665,1.76043602,1.181602841,0.9099338,1.855714228
UMPS,1.140332247,0.781606052,0.885461164,1.355045656,1.895200161,1.601784447
TTC1,1.140180309,0.893039111,0.979095355,1.141628676,1.228008021,1.236014028
UBE2L3,1.137686416,1.1784772,1.140653163,1.293724769,1.233540689,1.356471655
ATP6V0D1,1.13731058,1.259675204,1.181433958,1.165416724,1.096490383,1.019268976
CTNNB1,1.136288533,1.328880161,0.744247535,0.875899154,0.868678622,0.496866607
GTF3C1,1.136211491,1.140948142,1.330022504,0.859767162,0.850969592,0.842435991
SYVN1,1.135576373,1.26514526,1.503471813,1.436487359,1.488169347,0.875106849
GMEB1,1.135548341,0.710026175,0.797952139,0.89981369,0.632727104,1.009709329
RPL3,1.135291735,1.386648892,1.103729066,0.966506839,2.597633359,5.446151694
RSL24D1,1.135166323,0.826312157,0.729562543,1.329381268,1.318886255,1.198652113
ACADM,1.134935591,0.92551921,1.165250412,1.375871565,1.588722286,1.300887577
ATP5B,1.134821393,1.092391129,1.198050341,1.60819841,2.040783491,1.641780805
ACBD3,1.134680633,0.884207715,1.015786512,0.932059766,0.753676472,0.721459536
ITGB7,1.133816401,1.261271034,1.502832517,1.334381069,1.924595065,1.454102723
GNAI2,1.133578,1.067633855,1.426671623,0.972597797,1.073291767,0.89198938
DDB1,1.133367994,1.103995933,1.138099772,1.227628136,1.327556769,1.43784159
FH,1.132927784,0.882688571,1.450668691,1.51463731,1.826615394,1.575485307
NUCKS1,1.132808414,1.137538489,1.148215366,0.916459526,0.80236687,0.852016303
CREB3,1.131519788,1.151203876,1.592920421,1.366704106,1.725521253,1.154529431
COPZ1,1.131178012,0.921324542,0.938235273,1.213718436,1.642551192,1.419630038
GCDH,1.130932291,2.132187639,1.846466827,1.491132697,1.39103494,0.831715007
DCTN1,1.13079088,1.416880622,1.15381986,0.982370817,1.455433766,0.829467747
YWHAE,1.13057992,1.10026153,1.287815575,1.211444283,1.027924195,0.943837406
MLF2,1.130542985,1.526991638,2.070819667,1.468015794,2.277152947,1.341853914
C7orf50,1.130391498,1.147487907,1.426777561,0.768107449,0.48793966,0.289243091
G3BP2,1.130385979,1.047155871,1.192559836,1.061382287,1.151833491,1.171977563
DUSP11,1.130370337,0.687840451,1.129205001,1.183830696,1.537154672,1.169039395
CLNS1A,1.129118842,0.681359066,1.219233361,1.238133474,1.336966444,0.673549628
EED,1.128822096,1.613148002,1.037473683,1.058045295,0.917171006,1.055289229
ARL6IP1,1.128710816,0.806633781,1.334419942,1.448849989,1.112040388,1.417617082
PRKAR2A,1.128019628,1.349209894,0.779758101,0.82821357,0.676476038,0.323422718
ACTR3,1.127750354,0.918464804,1.110723562,1.481259994,1.262091076,1.216097095
SLC25A3,1.12741805,1.174724557,1.295475407,1.530044604,1.660596107,1.233005595
CEBPZ,1.126595772,0.624376266,0.88895754,1.03911849,1.347332614,2.077451134
DDX47,1.126151381,1.279362178,0.82682743,1.450090195,1.331074761,1.183421986
IFNGR1,1.125720621,1.296074544,1.041520723,1.411487309,1.73544208,1.022630538
KLF2,1.12556479,2.075492216,1.421551875,1.356127123,1.154660919,0.504987696
GMPPA,1.125546898,0.694084254,1.049265065,1.495324277,1.117460941,2.045048822
TRIP4,1.123945836,0.741986691,0.80909238,0.920859976,0.606699663,0.954108024
ADAM10,1.123818904,0.682761211,0.85116835,0.996849174,0.813767352,1.198529501
PNPLA2,1.123647586,1.23137529,1.937012627,1.326175042,1.536472048,0.642062552
APEH,1.122926458,1.322201648,1.065467474,1.06774478,1.365074242,1.748973125
RARS,1.122783959,1.055068514,1.094287888,1.293402182,1.372938867,1.58771612
TBL2,1.12266634,0.948548363,1.371346389,1.15350074,1.594078788,1.301150794
ALG2,1.12266634,0.916461441,0.985768566,0.843713512,0.756181999,1.987101992
ARHGAP1,1.12170019,0.719882607,1.305131069,1.180944437,1.118704671,1.858905507
PMAIP1,1.12170019,1.350830936,1.522206664,0.932609654,1.322906464,1.185175204
GNPDA2,1.12170019,0.722168162,0.713650055,0.868668419,1.527680683,2.366685391
CPD,1.121281957,0.834507238,0.730085033,0.850386987,0.773797147,1.24313452
JMJD6,1.121098097,0.974752119,1.201450858,1.364791716,1.155269487,0.699533885
GPR172A,1.120816266,1.462092485,1.661856422,1.271126509,2.093310658,0.796412752
SLU7,1.120672286,0.775997584,0.989434332,1.268000572,1.191122678,0.899739314
EIF5B,1.120618512,0.860186926,1.145909763,1.677993521,0.974943488,0.233912627
RPS27A,1.120053837,1.035128207,1.14896602,1.162717259,0.976096938,0.675751105
CHERP,1.119887341,1.338899123,1.296513844,1.515968142,1.130271116,1.426500472
RNF187,1.119554702,1.339165169,1.548767405,0.934829916,1.339690414,1.123596379
FKBP8,1.11868873,1.074184003,1.493263054,1.199684033,1.674318523,0.938735632
TEFM,1.118504463,1.258401842,0.542920377,0.617539804,1.099924019,1.648609098
PIK3CG,1.118486987,0.727964692,1.009078232,0.930603248,1.010971525,1.298197708
GMPPB,1.117760034,1.017237938,1.753191462,1.439728806,1.955239113,2.032531765
PDLIM3,1.117633207,0.869516267,1.131892036,0.608214687,1.011202,1.259548546
PCMT1,1.117061232,2.104512251,1.37726125,1.668446771,1.980146618,0.92249617
PTRH2,1.116828528,0.829574551,0.964893145,1.009488801,0.784301915,1.185593403
CD300A,1.116554777,0.79595828,1.256921773,1.183455617,1.731649857,1.424147861
PDCD4,1.11606005,0.869380321,1.173920921,1.430408461,1.061773258,1.266957656
HNRNPR,1.115778538,0.768867095,1.106463004,1.381981995,1.347830559,1.952390862
HNRNPUL1,1.115029673,1.152500373,1.316244887,0.992772613,1.184827883,0.952325759
SLC30A1,1.114463415,1.159038085,1.370945228,1.168635918,1.755699407,1.660000925
STXBP2,1.114410315,1.43330921,1.45399362,1.172969107,1.211965048,0.495697936
PRSS16,1.114192157,1.312576234,0.823200572,1.023943394,1.869397274,2.20169086
ATPAF1,1.114069577,1.638470464,1.153162881,0.738579922,0.766187277,1.761674455
UBL7,1.113962885,1.08900421,1.749908653,1.378555576,1.635890418,0.669906724
MAGOHB,1.113954615,0.793286192,1.228714537,2.453182063,1.514213785,2.02896842
PML,1.113566727,1.480907177,0.869170695,0.923231928,0.875273505,0.561055055
VPS18,1.113500628,1.625067588,1.588643862,1.190501104,1.450430393,1.54553477
TMED2,1.113282331,1.070000229,1.445525503,1.212272688,1.545853445,1.828315303
PGGT1B,1.113104786,0.554186198,0.750087363,0.883800945,0.749760942,1.087054441
DHX8,1.112234366,0.978685553,0.860979998,1.005225819,1.098935323,0.297237412
EIF2S2,1.111238266,0.848687381,1.082902078,1.525196964,1.654503967,1.059679444
KIAA1279,1.11056146,0.88516962,1.605766856,1.099398786,0.93680389,1.097233139
EXOSC9,1.110556502,1.136609857,1.365197966,1.467428157,2.06971823,0.967333284
KRR1,1.110369885,0.987566308,0.735836247,1.410196885,1.771490071,2.28472364
PSPH,1.110085612,2.45252738,1.75354525,1.485021497,1.490231842,0.730861949
CTU2,1.109786708,1.692014343,1.339387325,0.957971613,2.274174284,1.448821247
CAPZA1,1.108893487,0.808104791,1.137851201,0.98735798,1.103533893,0.919325965
TM2D1,1.108887416,0.897081872,1.110359739,0.712339302,0.69659118,0.580574579
ACTR8,1.108717549,0.961622664,0.994746731,1.03917997,1.114373473,0.63937536
CAT,1.108336241,0.755472561,0.997722787,1.069452868,0.981829804,1.163067128
MEAF6,1.108153086,1.006744143,0.879452136,0.817055623,1.154955197,1.619189856
IGF2R,1.107679818,0.979584644,1.025829856,0.812116961,0.912242932,0.998004778
MPDU1,1.107625021,1.190542925,1.052735853,1.314674203,1.739409976,1.172876642
IDH2,1.107555841,1.292313489,1.663613944,1.481539717,1.659072537,1.547964759
PCNA,1.107391425,0.637218117,1.174369502,1.644413661,1.627995358,0.78926148
IFIH1,1.10695861,0.882023854,0.547482733,0.973487465,0.917928432,0.65960983
DCUN1D5,1.106736312,1.00697004,1.216577433,1.317463986,1.00314497,0.816122866
GRB2,1.106331718,1.408884826,1.388989509,0.999760594,0.96670917,0.978512983
PRKCD,1.10508241,1.139863464,1.554501504,1.055384596,0.735861339,0.815441059
USP39,1.10508241,0.799668364,1.204886418,0.932479034,1.480687089,0.960938653
SOD2,1.103076815,1.86557352,1.575919644,1.312351503,1.049627998,0.648280908
CCNH,1.103032639,0.755235208,0.83192107,1.329069518,1.866067046,0.593083077
ATF3,1.102734245,1.777483335,0.751342739,0.904714998,1.131043008,1.225430905
SNX17,1.102314747,1.22838562,1.653459025,1.010786469,1.738995041,1.423672467
CMAS,1.102276811,1.451316451,1.352029871,0.879492545,0.892788669,1.307084997
TMEM115,1.102165182,1.76485691,1.452185158,1.172107676,1.745133226,1.277246453
GPATCH4,1.102021239,1.400607588,1.110593963,1.298872461,1.671972025,1.373671941
DDX23,1.101966576,1.143335043,1.38490338,0.785581116,1.222722134,0.453267076
ELAVL1,1.1015421,0.859502749,0.893820441,1.054649262,1.089590537,0.812192414
CYSLTR1,1.101418647,0.80324136,0.831085808,1.206552974,1.584919365,0.991532078
UQCRC1,1.101244293,1.207761243,1.593783067,1.694554016,1.615068775,1.536556272
YWHAH,1.101071221,1.142823013,1.335273147,1.19483381,1.792764621,1.922328133
TMEM9B,1.101039046,1.287413527,1.245823561,0.903367622,1.377111934,1.492194572
POLR2C,1.100529089,1.015645187,1.134182979,1.299061058,1.636509479,1.629582487
GM2A,1.100499671,0.816117845,1.257269722,1.51913396,1.369000672,1.659830764
COPA,1.100244932,0.95893942,0.925325164,0.983608285,0.904572073,1.029220384
GOT2,1.099209961,1.315404336,1.058234633,1.147371155,1.368475542,1.850609721
IDH3G,1.098168018,1.310697611,1.044009184,1.316763635,1.546784751,1.484150396
RPS13,1.097391824,1.007890643,0.902710574,1.172143881,1.103629767,0.813982454
GLE1,1.097035446,0.665476852,1.137721436,0.953446758,0.928369654,0.962604699
PET112,1.097020318,1.543251801,0.53939492,0.673486907,0.519954078,0.840212385
TSPAN7,1.09697135,0.741916528,1.049646062,1.113773461,0.788841145,0.665728659
PSIP1,1.096090597,0.826859623,1.013629669,1.082393717,0.997218986,1.054194303
RRP8,1.096040382,1.298099448,1.756808389,1.23633185,1.871553719,2.17192741
GTF2A2,1.095982197,0.691995299,0.643316784,1.642631779,1.900975125,1.780870784
CDKN1B,1.095845056,1.2092465,1.309989309,1.097183644,1.19177017,2.288217685
NUP188,1.095734908,0.618184769,0.847607794,0.999658319,0.754828075,0.858888472
LYRM4,1.095182455,1.267782556,1.837959809,2.468229007,0.919826673,1.506793262
SKIV2L2,1.094432013,0.71662754,0.797991227,1.054998521,0.710892341,0.685587156
SMARCA5,1.094134225,0.760826899,0.720436591,0.944385618,0.919257708,0.804934266
TMEM33,1.09403804,0.827251189,0.932939465,1.032937626,1.162400933,1.912874652
MRTO4,1.093713056,1.165267457,1.26429531,1.553365066,1.654284885,0.969313028
UNC93B1,1.093640471,1.208742881,1.559737704,1.337571446,1.899703623,1.457488433
DDX41,1.0934159,1.259928697,1.045738681,0.873237972,1.374028847,1.050412768
PSMD1,1.093411699,0.89144193,0.69795154,1.010282131,0.942884735,1.129630078
RPP38,1.093374428,2.377759321,1.056009964,1.391193608,1.471559877,1.311796487
TUT1,1.093234548,0.94429301,1.238616023,0.927350503,0.912282353,0.589877222
FAM32A,1.093026002,1.397913849,1.329218854,1.085214437,1.121148737,2.067392657
CALU,1.092219608,0.823296668,0.822888693,1.19644743,1.23952161,1.805785549
DYNC1H1,1.091885937,1.339804929,0.751076489,0.790049767,0.647145392,0.454403779
TNFRSF10A,1.09187994,1.058818928,1.186162998,1.586493554,1.549729089,0.97485353
BCKDK,1.091797754,1.674386585,1.3021494,0.984268836,1.795873135,0.562632624
NECAP2,1.091633485,1.584603979,1.121299151,0.865738894,1.312583535,1.211593764
PSMG2,1.091626968,0.766445877,0.985299943,1.548483954,1.287240171,1.553284774
CERS2,1.091229271,0.859028196,1.038506308,1.401836629,1.670238295,1.383698441
PSME3,1.091137776,1.188130831,1.25244087,1.130109643,1.69078743,1.814699316
KAT5,1.089944295,2.041860716,1.001975005,1.063487093,1.843753778,1.641011821
SRP68,1.089939897,1.091353458,1.334207709,1.049318252,1.108575106,1.156771562
DDX49,1.089517869,1.253723288,1.150810414,1.077215802,1.437593201,1.000365153
RPS19BP1,1.08945131,1.952782429,2.005821055,1.427458552,1.63625393,0.717942671
HDDC2,1.089411757,0.788753809,1.102355442,1.062432046,1.305387353,4.046585968
EIF3H,1.088855447,0.813373012,0.893359834,1.000487129,0.993584568,0.913986058
PMPCB,1.088020367,1.079104838,1.104141441,1.344701411,1.239956028,1.281034963
PDCD2L,1.087934979,1.146850023,1.341639778,1.519917399,1.472744707,1.305350313
TMBIM6,1.087604237,0.927719003,1.203509316,1.337304477,1.500978634,1.435353731
NIP7,1.087186338,1.16778406,1.309339778,1.664636773,1.844855125,1.250438897
CIR1,1.086898036,0.937504267,1.017620393,1.228083893,0.704204966,0.691103693
ISCA1,1.086790602,1.302799145,1.660802334,0.772002877,0.759733673,0.85736922
ANXA7,1.08666092,1.136470872,0.894151102,1.365616015,1.711583857,1.517547069
UNC50,1.086654772,1.099478326,1.077410313,1.385699071,1.437283041,1.108901552
NOP58,1.086635433,0.971045885,1.013058638,1.231266954,0.844834962,1.051273198
RABGGTA,1.086623737,1.177665288,1.477248468,1.190261132,1.269756433,1.420770761
IGSF8,1.086623737,1.092047554,1.376746515,1.233725724,2.041546512,1.346761426
VPS4A,1.08627506,1.114976027,1.627120888,1.066226702,1.65253432,1.519094153
C11orf68,1.086150408,0.654829945,1.19695004,0.875230061,1.64010206,1.370617828
UTP18,1.085584843,1.253522092,1.498291893,1.096265869,1.106453141,0.865915589
TAF7,1.083932507,1.233314753,1.152278429,1.15661489,0.923152469,0.722604637
ABCF3,1.082983641,1.195576534,1.001467993,0.981083684,1.276476831,0.892535055
PPP2CB,1.082817946,0.959736685,1.199626462,0.857094854,0.93997123,1.186099526
BHLHE41,1.08184329,0.735914572,1.24194763,0.93446734,1.223827426,0.702563967
SEC23B,1.081425657,0.979505184,1.225511399,1.183266187,1.275356875,1.098631135
CKAP5,1.080939596,0.777262374,0.854494106,0.815535801,0.63321966,0.62476099
EIF3A,1.080926865,1.161708182,1.155794951,1.101417822,0.8444864,0.66850687
SF3B3,1.080826795,0.734088716,0.947463603,0.99071717,0.737247088,0.893120683
TMEM69,1.079865218,0.69871973,0.591262602,1.152050103,0.800351031,0.774251901
CAV2,1.07982926,0.943376144,1.16727881,1.115789533,1.079866461,1.028319634
MRPL15,1.079557977,1.176789701,1.426805242,1.581029524,1.945247798,1.685915129
DOHH,1.079451596,2.09247092,1.864153182,1.312051412,1.703028425,0.885134801
C3orf38,1.078254056,0.996330138,1.575596821,1.362434552,1.325106196,0.820505911
GNB1,1.077990556,1.074465257,1.307161554,0.851715727,0.698933389,0.46318882
MRPS11,1.077711947,1.804291679,1.227148797,1.428593103,1.078929747,1.538798628
TMEM14C,1.077507487,0.820417341,1.256794921,1.620200758,2.022416897,1.803756795
SPAG5,1.076673689,0.92511577,0.541713887,0.794067356,0.835974671,0.561048636
RNF25,1.076001293,1.915636792,0.749116618,1.35356989,2.13391684,0.680388747
MCM4,1.075964621,0.737157563,1.034412854,1.34268248,1.13238421,0.856288623
TMEM214,1.075631423,0.921139351,1.385775787,1.279836929,1.186112496,0.94887828
SEC62,1.075575279,0.644732768,0.958451615,0.95699419,0.929535274,0.829482999
BLMH,1.074564577,1.361149999,0.789816882,1.16407643,1.144522794,2.265414412
YTHDF2,1.074254538,0.766117912,0.762788665,1.191469415,1.059503371,0.940348825
ITM2C,1.074052705,0.982832951,1.198293193,1.218468541,1.709280112,1.656790781
MATR3,1.073834386,0.760685877,0.728142663,0.890392917,0.773880841,0.818346685
IRF2BPL,1.073764284,2.216547618,1.460828997,0.927992157,1.18351032,1.150395897
RPS24,1.073464015,0.835409104,0.64116121,1.347586809,1.084175797,1.029220889
GSR,1.07332277,0.778387765,0.798682586,0.952793029,0.998790343,0.759850232
DTNBP1,1.073231664,0.976331376,1.08145529,0.964722215,0.556141358,0.546690291
SWI5,1.073093182,2.410710747,1.039634764,1.346125256,2.084277521,1.144954326
GLOD4,1.072696621,0.840385736,1.328643917,1.684737226,1.165741264,1.208418358
UQCRH,1.072689565,1.455239061,1.20013978,1.075664426,0.815260503,0.707773512
COPS4,1.07262957,1.173532485,1.099141699,1.195494693,1.58597981,1.498679163
ISCU,1.072532904,0.993684109,1.435228,0.92577208,1.077796603,1.659369444
TAF6L,1.072322775,1.252320953,1.202180834,0.772104452,1.200684782,0.696826711
